"","KB100","KB101","KB102","KB103","KB104","KB105","KB107","KB108","KB109","KB110","KB111","KB112","KB113","KB114","KB115","KB116","KB117","KB142","KB143","KB144","KB145","KB146","KB147","KB148","KB149","KB150","KB151","KB152","KB153","KB154","KB155","KB156","KB157","KB158","KB159","KB160","KB161","KB162","KB163","KB164","KB165","KB166","KB167","KB168","KB169","KB170","KB171","KB172","KB173","KB174","KB175","KB176","KB177","KB178","KB179","KB180","KB181","KB182","KB183","KB184","KB185","KB186","KB187","KB188","KB189","KB190","KB191","KB192","KB193","KB194","KB195","KB196","KB197","KB198","KB199","KB200","KB201","KB202","KB203","KB204","KB205","KB206","KB207","KB208","KB209","KB210","KB211","KB212","KB213","KB214","KB215","KB216","KB217","KB218","KB219","KB22","KB220","KB221","KB222","KB23","KB24","KB25","KB26","KB27","KB28","KB29","KB30","KB31","KB32","KB33","KB34","KB35","KB36","KB37","KB38","KB39","KB40","KB41","KB42","KB43","KB44","KB45","KB46","KB47","KB49","KB50","KB51","KB52","KB53","KB54","KB55","KB56","KB57","KB76","KB77","KB78","KB79","KB80","KB81","KB82","KB83","KB84","KB85","KB86","KB87","KB88","KB89","KB90","KB91","KB92","KB93","KB94","KB95","KB96","KB97","KB98","KB99"
"C9J4A7;Q8TD55",385054,132064,NA,NA,NA,NA,NA,37075.1,NA,289097,NA,272309,NA,103787,NA,184115,NA,167090,NA,NA,NA,NA,296017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37822.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80557.2,86922.1,NA,112502,NA,NA,133102,NA,NA,166381,157402,74284.4,145233,NA,176259,NA,NA,NA,265866,NA,NA,NA,NA,NA,NA,95876.4,NA,NA,NA,61500.1,NA,162680,NA,173413,NA,NA,72740.3,NA,NA,71897.1,NA,80116.5,291999,317391,NA,NA,NA,94327.9,312174,NA,118017,NA,47517.1,93191.6,146246,315301,NA,273039,174950,108345,165839,37746,NA,NA,85082.1,240327,46218,NA,31305.8,129273,NA,183709,NA,NA,NA,NA,NA,NA,NA,NA,96897.4,NA,110586,NA,138972,NA,87993.6,78368,NA,113259,95390.5,NA,NA,25464.7,626684,90426.5,239872,NA,60581.4,NA,NA,147283,NA,NA
"C9JCJ5;Q15274",NA,1333850,1244170,22701.1,1622520,NA,1587020,NA,1016290,NA,1054690,NA,1619760,NA,606747,8488.18,715743,NA,1014140,50067.5,735208,NA,69911.4,NA,996368,546413,1523350,42792.8,1006430,NA,1229110,NA,676221,26556.9,1382820,465815,1254150,NA,NA,NA,1460810,NA,690070,NA,1772040,NA,351662,440553,1485430,31965.7,1925360,1060930,NA,1178780,NA,1714540,16610.7,NA,1801150,112359,1506150,NA,394860,NA,1622670,21620.2,1604980,32676.3,NA,1641490,91537.5,NA,1114520,988813,156513,801905,382869,1114690,NA,1393730,NA,938649,30667.8,1710490,406713,1917880,321052,330254,NA,475893,80528.4,230837,NA,NA,169611,NA,NA,1420980,1409800,NA,109994,NA,NA,NA,NA,75922.1,NA,NA,NA,NA,NA,NA,NA,79908,NA,243139,NA,213408,92358.7,1724370,335385,1016590,461177,1539970,97376.8,18950.3,489088,173397,NA,903303,1998830,NA,500439,893931,NA,NA,1044430,NA,599560,NA,1839220,NA,513020,106926,415750,65312.2,713320,NA,774481,NA,1021040,125814,254942,874592,9042.07,908331,NA
"E5RI56;P67775",7918.66,NA,NA,94619.1,7800.55,35127.6,NA,34750.4,NA,NA,NA,13273.5,NA,22908.9,NA,25036.6,NA,37444.9,NA,28006.4,NA,NA,NA,17965.8,13840.1,18142.8,NA,15202,NA,NA,NA,48327.1,NA,18390.5,NA,NA,NA,31250.3,NA,NA,NA,7997.86,NA,43585.9,NA,NA,NA,NA,NA,18161.6,NA,NA,12099.7,NA,8330.97,NA,28498.8,8857.55,NA,11479.3,NA,61122.8,NA,23439.6,NA,21688.9,NA,16187,NA,NA,NA,NA,NA,NA,8549.65,NA,88388,NA,52221.8,NA,15929.3,NA,58715.5,NA,NA,NA,NA,NA,18470.3,NA,7915.49,NA,28549.4,NA,43160.7,NA,37375.5,NA,NA,NA,75816.2,32737.2,86466.6,25051.9,24696.1,21840.4,18183.8,26614.3,47660.3,NA,NA,10020.2,39903.8,19560.9,32218.3,13806.7,NA,34491.5,7026.72,NA,NA,NA,NA,NA,7342.84,43141.7,NA,37983.8,NA,NA,NA,NA,NA,NA,NA,50142.5,NA,25612.5,NA,36596.2,NA,19760.3,NA,NA,36475.4,59379.6,NA,NA,NA,45639.6,NA,33809.4,34343,NA,30299.3,NA,NA
"E7ENX8;Q03519",41447.5,NA,NA,163354,NA,72823.4,NA,508213,NA,145306,NA,155527,35534.6,18552.4,98280.3,432376,NA,569331,46074.6,172382,NA,NA,248663,31200.2,NA,NA,NA,40785.3,NA,264749,NA,198632,NA,119135,NA,NA,NA,108048,225005,138234,NA,13813.2,NA,NA,NA,17014.9,NA,NA,36190.9,521130,NA,6846.65,47595.6,NA,65736.7,38594.8,110783,107536,NA,496357,NA,562073,23190.9,12331.9,NA,1575210,NA,415622,22433.2,NA,NA,NA,NA,NA,22353.2,NA,37866.8,NA,434115,36687,63264,NA,144970,NA,22521.2,NA,NA,123493,579190,109274,94823.8,NA,16568.5,235234,29051.8,12954.8,1219700,NA,NA,56945.7,208961,235322,68228.5,57414.8,121221,NA,763993,35683.2,433977,NA,16448.3,291434,135445,125811,53908.4,35371.9,235995,215396,77465.2,NA,NA,23012.1,47087.9,NA,55523.4,33806.8,NA,192409,22977.7,115224,NA,187415,63750.2,NA,449678,28652.8,37928,327991,35902.5,128502,NA,87060.1,45396.5,194764,199465,387467,NA,NA,314676,225742,NA,58625.7,137527,NA,423308,12399.8,5712.03
"E7EWF7;Q14203",382320,177039,93401.4,153216,171154,273910,218085,152208,118345,159911,120042,270069,110374,110754,85066.1,127853,129900,178075,134776,157814,130103,116934,307170,183662,81937.4,158796,145898,273059,158022,193338,NA,207530,177148,244149,109700,188637,200215,276432,115661,192713,83962.6,165910,NA,NA,96914.5,157991,193920,124554,121692,154961,119246,173420,207959,162703,297022,67262.2,188255,217823,202645,198128,140648,102661,115184,218607,121795,268609,172371,290049,258721,158014,NA,NA,136797,149982,302637,139028,142904,162749,228536,152422,232719,93085.8,226132,119169,344017,196950,121384,183657,319116,141204,156873,191337,141174,96236.9,228284,290727,199164,128742,131812,85355.8,302133,163641,118959,183288,265178,121257,190480,142455,124534,162301,63846,290786,122982,221012,312607,183544,254204,216382,236033,142881,188906,156541,251803,178517,167675,313570,227397,196891,218042,165960,218472,202544,183711,119766,152029,NA,91103.7,170551,NA,156120,155602,250245,99026.6,168308,168392,216143,141754,490254,205418,342372,184935,213565,178192,136992,211329,159037,267313
"E9PAV3",983741,466885,304352,799477,617654,518327,487744,427821,324303,456951,279489,697760,328248,731028,374161,880407,552525,598133,258332,1087590,390304,516168,453063,1159320,467003,430158,387663,719454,288445,1144110,346174,438157,369603,665003,310565,379396,395680,688275,742019,851372,469410,342987,216669,841921,265844,613484,466997,455987,509044,1069090,469580,595940,724447,580193,690371,430123,804952,619474,310959,613684,347861,694463,376876,540850,370250,1146630,401171,481019,203495,496750,574808,221496,245198,469061,481674,232534,702923,209739,480897,343426,727376,236104,959493,346329,327601,403167,396724,400807,562414,386206,598063,333419,550393,1308960,606722,764489,1397680,350291,450812,317005,486910,854284,894993,723718,518020,783072,637648,1056350,425308,641934,292981,956076,1162420,594482,862554,949201,631648,637512,552732,332507,504916,406662,500974,484437,844882,592269,395062,793028,364082,390920,379184,669479,309027,336267,844536,1232900,388783,665271,579928,1162560,487775,853078,623909,672536,438270,448134,241897,360913,501974,594539,344075,565898,520739,401803,417769,351378,433457
"E9PLN8;I3L3B4;Q9BQB6",217574,288046,353183,246580,629027,46704,258798,149414,463805,84587.5,226133,208718,244385,176861,285953,371246,319076,97078.3,270943,233183,114376,128944,114132,41506.3,293252,139554,581297,154329,487539,53601,256384,251430,770122,51274.2,146464,585844,203937,276208,89457.6,91919.8,207374,85435.5,359033,357850,1403840,34837,212520,733851,1338740,68300.8,223140,460572,82628.4,250882,142682,562011,177533,170752,195048,128883,374372,192357,554042,227367,121370,301832,697048,261683,106724,185392,115954,51680.5,329428,231724,110617,411543,34263.2,985377,215657,382836,92200.1,607673,133616,319249,216170,266030,213433,758829,253950,373786,153506,111817,81458.2,166672,131392,28134.3,37182,272567,402404,NA,195243,290073,22101.5,135597,249379,192339,154115,385284,146828,NA,53509.5,222321,128202,189570,174716,132547,117130,255753,387898,312373,99096.6,526091,241417,617296,92356.9,136900,684077,64327.5,56296.5,415914,1124600,373561,740709,294071,233910,62183.8,56465.5,165143,598330,307733,621226,360983,234844,323346,438484,140103,569953,139583,633182,222674,553778,155351,183480,435607,197232,813932,84511.1
"E9PP27;Q15293",105296,169718,193928,512425,188077,322611,136305,169716,208110,121436,121116,279063,199164,144261,322601,513595,232757,296057,201507,2115690,164557,51919.3,175491,231045,181921,318460,269851,109420,246048,506196,69392.5,118529,179459,257551,178847,218793,128072,181893,252640,NA,66032.6,172401,NA,293808,201833,NA,NA,279818,199496,537371,172872,100576,166437,131423,95518.6,200693,366676,375944,235127,94710.8,221498,104067,NA,187233,265537,528093,247128,679370,NA,NA,58313.4,NA,71870.2,247528,291277,318966,298959,101306,542432,322832,308011,NA,255642,198337,223227,312962,142070,131532,1256590,226549,67998.8,NA,215257,174502,220964,728583,300367,159405,175873,36467.2,1415680,475196,365270,561356,261944,263927,214752,282683,1001860,436304,95175,530968,238595,445479,255383,381688,259643,546736,247176,328477,527808,357694,208596,NA,244388,232888,211078,207462,103796,210711,132434,337597,210823,118225,178528,NA,NA,248142,106165,42924.6,NA,200827,152886,313406,201516,150154,161980,33913.3,201241,620176,227683,288624,238310,250120,186878,203497,77841.5
"E9PRG8",98772.5,NA,30629,95467.7,NA,85018.5,36061.8,16488.9,NA,NA,NA,203903,NA,55449.1,NA,91328.8,117218,60452.5,NA,89904.6,NA,17053.1,NA,NA,NA,NA,NA,42944.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12101.4,64037.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219253,NA,NA,NA,49266.7,NA,NA,NA,NA,34860.6,NA,38108.1,NA,NA,NA,NA,52455.8,NA,62357.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116306,NA,NA,NA,NA,NA,63966.8,NA,NA,NA,79753.9,72321.7,25176.9,69151.7,108792,NA,NA,3581.27,30067.2,52987.2,81998.3,161644,67052.7,90740.2,186305,NA,403959,91706.7,NA,263293,93162.3,173650,81933.6,30997.8,66572.1,25273.2,75896.8,NA,30725.7,54726.6,NA,NA,24741.4,NA,NA,122128,NA,NA,NA,89095.6,46537.9,22789.1,NA,57610.7,68399.2,128782,72802.8,NA,NA,NA,NA,NA,128768,29118.7,11238.9,41501.6,NA,74657,NA,106988,87010.9,NA,18695.1,NA,NA
"F8VP03;F8W031;F8W1U5;Q9Y2B0",NA,608201,610468,988554,469518,364959,610447,139036,436973,NA,NA,336107,714741,468729,555395,381789,592915,167471,396286,2925030,383167,NA,NA,234806,304190,NA,556131,293326,492466,296743,617418,193468,501395,361556,382800,391274,576427,365481,133067,252804,384700,212709,303620,190549,447796,215092,219437,512411,850461,1031670,433471,311487,151555,729012,55789.8,551921,246469,405924,343994,200262,616271,126072,519102,661227,488572,808585,547225,369077,119883,599399,154048,NA,465836,349738,318678,477616,190770,339257,217885,439097,188981,382666,443065,407250,335459,345926,255439,NA,1336600,231412,207725,NA,1362210,387080,223703,59367.5,NA,338022,454668,81127.7,1347000,NA,397292,188513,289696,254290,199005,225330,331471,347247,NA,318704,272091,242571,99257.7,453583,300076,281928,275737,345260,210314,505881,538677,364994,163760,313718,587738,196532,NA,494037,754728,429819,561871,418408,NA,NA,496228,253249,462299,192197,736671,339115,762098,289017,226324,626921,578207,NA,250396,424680,339887,237492,255822,329460,314422,424396,NA
"F8VP03;F8W031;O75390",3263640,3578170,2057100,7102770,2173870,10958300,2150010,1607510,2268860,3012310,2668040,5249240,2668640,4489630,2337200,3297530,2246580,1501950,1963300,29829500,1629820,2360850,910511,3404710,1944740,1493370,2270370,2090060,1818180,2824010,1591190,5228930,2238970,2774720,1691230,2708370,2160720,5629970,2232630,3396990,2489220,4031570,1035820,NA,5287440,4203640,1266410,3276940,2985820,7245660,2636090,3001370,3924690,2396430,2162930,2033020,3436210,1958810,2190610,5657620,1699440,1790990,1805920,2904100,1716690,1662550,2832120,3141330,2112830,1766020,1486080,1661450,1980320,3446260,2965850,1784080,3291510,4890250,1412940,2380140,3905120,1859160,6581170,3023050,1905870,2439740,2226960,2201330,10269500,2742400,3713290,1836300,14295300,5713370,3856890,3206010,5243820,3004050,3621580,1023380,2926800,4788910,5326000,8379490,2876380,5197050,3241180,4139960,2965850,1775330,2273300,3416590,1776690,2581050,4944390,5715720,3236510,3024710,2160290,2290510,2047180,2257090,2053650,2131700,3374130,2401650,2594370,11094400,724681,3057040,3143920,2806510,3288950,2046890,2190130,3505550,1929900,2840390,3691390,2711010,2432130,2944490,2257280,2232100,2471770,4249880,2318610,3051200,2101550,14683100,2262490,5818070,8184710,2059640,3721980,2476530,1810990
"F8VP50;P05091",657596,44768200,29558300,935405,28216800,77881.2,32744300,1605670,31732600,1642610,30271900,986210,30579900,928292,21960400,1279530,26787400,1054620,35489000,399151,8750240,225214,930341,647712,31940900,19979800,25752900,545019,26545700,940711,27087000,445554,23974300,1036590,22184900,22709800,7275890,2100340,1047700,1625010,34082400,477314,22325000,1144470,41613200,3000700,11263900,33317500,42049800,160351,15261800,34782900,637702,31503600,367570,38800400,2369820,1091390,37320500,1140290,39869800,1395820,28419900,645442,37693400,1075820,40560200,1579290,1061720,36073600,9683720,169243,50784600,32896300,583584,26201900,5704880,33726400,590776,36642800,471893,24767100,544870,25061400,9351740,31468500,20387400,20263900,286129,19834300,1864220,18134800,1126400,1749260,598542,1162320,771059,38308200,39821200,509956,2584880,1667840,624428,1978590,1017980,91008.6,475830,2189540,1783910,874679,665022,1305380,856272,2234940,160824,1727850,896060,1051590,5122000,30912200,23886100,28488900,15941800,35283700,1077840,1252470,17791500,93016.9,404144,20612200,33014000,735556,20750400,29189700,1916750,236321,27297000,3432510,28046400,934508,35431600,196191,4900330,1348060,11297900,1388840,28480500,487760,18394400,1611540,19361900,768274,929304,32696200,1662510,28805100,1833970
"F8W031;Q9Y2B0",320429,608201,610468,988554,469518,364959,610447,139036,436973,276331,368881,336107,714741,468729,555395,381789,592915,167471,396286,2925030,383167,178414,93588.8,234806,304190,297312,556131,293326,492466,296743,617418,193468,501395,361556,382800,391274,576427,365481,133067,252804,384700,212709,303620,190549,447796,215092,219437,512411,850461,1031670,433471,311487,151555,729012,55789.8,551921,246469,405924,343994,200262,616271,126072,519102,661227,488572,808585,547225,369077,119883,599399,154048,88933.3,465836,349738,318678,477616,190770,339257,217885,439097,188981,382666,443065,407250,335459,345926,255439,216036,1336600,231412,207725,204423,1362210,387080,223703,59367.5,210978,338022,454668,81127.7,1347000,303191,397292,188513,289696,254290,199005,225330,331471,347247,111075,318704,272091,242571,99257.7,453583,300076,281928,275737,345260,210314,505881,538677,364994,163760,313718,587738,196532,150803,494037,754728,429819,561871,418408,97570.6,538093,496228,253249,462299,192197,736671,339115,762098,289017,226324,626921,578207,329668,250396,424680,339887,237492,255822,329460,314422,424396,377458
"G3V4G9;P07902",NA,890629,1249280,NA,1520660,64623.5,768813,NA,1216220,NA,533470,NA,1288950,NA,535793,NA,628934,60999,879170,164563,1066280,NA,NA,NA,455425,835934,1518540,100536,1124910,NA,698210,310970,904408,69638.2,1613010,465081,1403770,121174,NA,NA,1820710,NA,718314,NA,991491,NA,165573,843134,1030240,NA,1675440,1021550,NA,777540,NA,1097110,NA,NA,975726,NA,1169110,NA,1110760,110654,1048610,NA,733548,NA,NA,998007,NA,NA,1431480,1049870,201532,764647,NA,365350,273605,1203130,NA,481289,72657.3,1372200,535224,1347090,580260,483764,NA,781784,118141,376519,NA,57695.3,NA,NA,NA,791079,2461240,NA,664331,269243,58827.4,44810.9,154792,122040,34873.6,NA,55651.8,NA,NA,NA,NA,164858,NA,156739,NA,73230,NA,1454960,460008,965139,1079330,1183840,NA,NA,1081680,160832,NA,856958,1460170,203658,976316,1306370,NA,NA,1390890,57626.9,1149400,NA,1646690,105189,1348790,251167,676457,754679,1048270,NA,912683,NA,1598030,88171.4,466204,1546210,NA,1105240,NA
"G3V5I3;P05154",50754.2,24273.2,NA,6357.69,NA,NA,NA,NA,48846.6,NA,NA,6611.52,11010.4,54514.4,NA,NA,NA,NA,4624.76,NA,NA,NA,NA,301501,NA,NA,74277.4,21801.3,NA,NA,NA,NA,NA,37152.8,23715.1,NA,19334.3,93250.3,NA,NA,NA,NA,NA,50442.6,NA,294030,5375.38,12441.2,NA,NA,NA,NA,5269.34,16439.4,NA,NA,51040.2,186182,31274.8,28739.6,NA,56607.1,NA,39403.7,NA,23589.4,NA,36015,NA,NA,18758.4,NA,NA,9367.06,NA,21939.3,48269,28614.7,19760,27500.6,NA,NA,NA,17488.6,46688.4,NA,NA,NA,NA,21229.5,NA,NA,NA,NA,22505,24579.2,NA,5232.52,NA,NA,27343.5,NA,NA,NA,108924,58745.9,22355.2,NA,NA,114678,NA,34223.9,16948,NA,NA,10279.1,23114.7,23693.3,30601.6,26872.3,NA,NA,7142.75,NA,65760,180448,11959.2,21035.5,98010.7,52069.9,14087,20597,42687.9,20844.8,5122.63,NA,9372.06,44618.5,10087.4,20024,11633.9,8109.61,1796.28,41921,25628.2,157882,23017.4,NA,NA,46513.2,53161.5,29752,25739.8,60321.7,NA,NA,10764.4
"H0Y858;Q6IBS0",54069.3,85518.4,72957.9,140522,136095,112225,169532,NA,19750.2,NA,NA,38270,71452.1,41333,55721.6,150280,50564.9,100833,91732.2,89702.5,92168.3,87852.9,NA,61457.5,NA,95209.1,64626.5,NA,NA,NA,8438.29,136681,95513,NA,NA,NA,42071.5,48654,95784.7,NA,NA,7574.05,NA,144105,16733.8,16013.7,NA,NA,146332,99631,109046,NA,79259.6,NA,39970.4,60921.5,71628,NA,31096.2,94964.7,38311,89065.1,16016.8,60154.6,39551.6,39998.2,NA,36559,33687.8,NA,33234.3,NA,NA,NA,69446.4,69973.5,8585.99,96777,65998.2,30144.8,28551.2,32949.2,21685.1,NA,42524.3,NA,91251.7,106821,84633.4,95574.2,52884.7,223570,57073,137788,72787.2,NA,NA,104411,47792.3,NA,31500.2,33219.4,18698.6,14323.3,17108,15482,69825.3,76397.6,79945.4,NA,NA,20026,15117.4,25974.8,33128.6,31843.5,20785.5,34457.5,33956,11544.6,NA,8364.07,NA,NA,215413,60540.9,77808.4,130555,17151.1,80849.1,87218.5,87030,70914.7,66164.5,403170,NA,67534.6,62783.7,34726,75353.6,96460,134348,189238,22480.8,76787.7,50731.3,18901.4,NA,NA,139000,55096.3,36962.2,32941,NA,19225.4,NA,19716.1
"H0YAE9;O00584",NA,NA,11484.1,NA,NA,NA,NA,88056,23509.5,NA,NA,NA,21532.5,NA,9472.26,NA,10567,2731.04,19732.8,10807,63100,NA,9686.24,NA,4267.04,NA,2109.77,1696.17,22573.1,NA,NA,NA,8517.32,NA,23785.6,14371.9,NA,NA,43762.7,NA,NA,NA,NA,NA,1986.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6185.85,NA,NA,NA,NA,12386.4,30918,NA,NA,NA,NA,NA,NA,NA,NA,NA,803.296,30561.2,NA,NA,NA,12141,NA,NA,NA,8705.61,18354.4,NA,15452.2,NA,NA,10494.4,NA,NA,6214.48,NA,NA,NA,NA,NA,9739.02,NA,5387.15,NA,NA,NA,659.103,NA,NA,NA,28458.4,NA,NA,NA,NA,NA,NA,11303.1,16441.3,2439.69,82158.4,31913,NA,4821.28,12056.7,NA,NA,NA,14648.8,3347.93,NA,30032.3,NA,NA,6374.64,22526.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321.65,1385.52,12910.2,NA,NA,NA,4693.2,2174.74,NA,12370.1,NA,19111.7,NA
"H0YHG0;P82979",532366,143051,302543,403334,199101,593772,61369.4,368176,206122,369397,73191.6,629370,272242,494439,185539,515304,241900,483446,129646,2269370,303897,230127,183349,151573,81203.3,411177,172114,876322,261094,137201,187920,452751,226622,513889,231877,245425,311980,330961,560705,224090,158990,201111,234354,282719,180611,257336,144518,169462,134618,402730,124759,148830,329867,108380,260891,174658,583680,613395,335571,532688,256641,307312,104549,486153,134091,351496,180145,297104,332232,104623,135967,544456,36270.6,253805,268129,117627,365111,109591,562087,291063,318446,93392.7,950185,207572,377927,70118.8,234657,123015,448246,286731,138601,268524,527905,389325,927291,292617,540242,268922,334169,105643,397230,388074,659893,436658,221800,634936,760994,404796,408375,320290,149328,323382,668184,733755,566409,405788,279175,428526,429011,211402,262433,244924,325840,172032,341280,460550,317965,997864,58618.3,240508,179883,569600,235928,147981,291322,2202110,155560,594086,158982,454155,129425,607875,96509.7,370195,172820,592168,240018,297871,158643,849722,295876,919929,501673,352950,554636,329013,125364
"H0YIN7;Q9UQ80",NA,NA,NA,NA,NA,1107080,NA,675155,NA,NA,NA,918261,NA,NA,NA,1454480,NA,820631,NA,11308300,777620,NA,NA,NA,NA,NA,NA,1291700,695179,NA,NA,NA,NA,1196930,711246,NA,NA,NA,NA,1029470,NA,NA,NA,NA,NA,1024870,NA,NA,NA,1617740,NA,NA,700385,NA,NA,NA,1098150,NA,NA,NA,NA,NA,NA,1243140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445630,NA,NA,NA,NA,NA,NA,NA,1453500,NA,NA,NA,NA,NA,1650040,NA,1960020,NA,4349620,2250970,1281860,NA,NA,NA,NA,NA,837258,670424,3784430,1347820,773531,1218730,1610470,NA,1493870,NA,NA,NA,2544740,NA,1213510,1411650,NA,1225590,945218,NA,NA,NA,NA,NA,NA,570598,709214,2256380,NA,849327,NA,NA,NA,NA,NA,NA,NA,1492980,NA,NA,NA,NA,NA,NA,NA,1295080,NA,NA,NA,NA,NA,989150,1537910,NA,1430630,NA,NA
"H0YIZ8;H0YJ10;Q8TC12",149482,918875,829107,472060,867247,224038,1964800,179730,709572,485826,622640,210853,1630390,358826,1116210,95285.3,988673,114307,1008710,206410,666949,281412,NA,194725,1078790,866790,1214240,70123.7,1113390,78068.2,950722,76602,977215,93902.4,739947,740073,852947,126383,103952,88356.8,1707050,74830.3,867126,90280.7,1058420,421719,245775,947839,1786880,294138,1354160,789691,147708,1940060,157166,1739800,66699.3,92722.2,1092950,219757,2150510,199554,755354,136149,1780960,327234,1476460,329017,56252.4,2878340,433729,NA,1867770,704912,124702,1252170,237677,654409,165591,1094330,NA,660715,173184,1208130,581250,1225660,926995,604254,289103,330644,150361,771115,420389,143668,74781.7,226693,91698.4,1694330,999239,64926.7,347562,65684.1,208789,241400,277565,192863,214568,157876,208163,68679.3,274958,99999.8,123566,136198,352457,208393,128347,272256,NA,1898370,1311050,1351040,764343,1837960,90307,141191,684196,101226,NA,844295,1540740,64467.4,495969,879579,95405.9,46015.7,710383,67547.4,1112410,114503,1449650,NA,1205200,119106,506369,77790.6,1288720,98017.5,530469,147634,622621,94901.5,270898,1762750,70500.2,912140,223061
"H0YJW9;P04004",4077100,2940350,1819350,NA,1986090,482085,1062010,792401,1212020,NA,2207580,1899380,1364440,4051720,NA,767368,1615740,1394810,946881,1069980,1118540,3045360,2037260,4635940,1736750,850624,1041710,1064250,1277720,NA,NA,647022,2479790,1712730,960754,1249000,1816040,3591570,NA,1757060,715012,NA,NA,NA,1041050,4093280,1154250,1381600,1343320,704368,NA,NA,1312000,1877820,NA,1740170,2574350,3633940,921589,1529610,1219420,1399960,736731,1960570,856695,2301260,3331050,1747650,7823450,1079960,1874300,12239200,912536,1684550,2023240,2141710,2519600,937278,680830,1055070,611664,1016110,NA,1294600,1230500,NA,8096060,2776170,504561,1158470,NA,6534390,753679,964256,940655,5038370,NA,819448,751684,203700,1267710,1127660,NA,NA,2884510,8450160,5831290,1404980,NA,16602900,NA,2588410,878578,2271670,923994,1184390,4200110,938291,2311680,1572240,1391050,NA,1260680,2333210,2723620,5445720,1843700,1254790,6990380,2294420,1671860,7728480,2230940,2774280,NA,3594550,1603900,2810780,1834170,5093700,2719410,2142760,1679950,2504970,4011900,3651770,1084270,NA,NA,763498,1392510,594744,1075770,2579170,10480700,1434000,NA
"H3BN98;P62244",29422.3,486498,691395,219870,250579,716555,367015,678208,743782,NA,453187,420447,675355,646850,976762,631091,561566,510601,687520,1014800,672309,40242.3,215539,175950,910636,554046,399518,434326,504245,99486.3,168698,600029,549347,355254,478239,720514,637446,227287,304746,269492,400367,129821,258289,336354,741901,121918,88194.2,693670,555109,132838,335273,188251,268022,295016,91590.2,664991,445085,184067,391275,384704,656705,97963.1,598653,299515,666317,213230,504763,229857,38112.7,436619,235231,NA,425214,384670,638662,683711,79566.9,332159,539564,550216,174974,685084,448747,642877,517773,186141,450322,577446,632184,495165,72164.6,218673,581415,492168,507784,33619.2,154397,813326,632852,100815,649555,193010,1361220,530673,197885,711779,911970,100486,829982,86959.1,70659.7,154454,1034090,648181,621701,695233,191297,832154,478641,698140,520592,777379,574228,515522,272208,187269,451562,887035,23176.6,499994,568657,259893,669727,392890,46324.2,NA,155159,521099,107068,NA,94375.5,55711.2,251213,116688,335865,427420,507523,81599.4,321425,395300,690412,561928,632315,462619,591988,692965,28412.6
"H3BN98;Q15041",273147,1598240,824912,154858,1230900,NA,1931180,203089,841884,532191,1411720,139344,1879780,302685,853497,616093,1475210,278812,1105750,118567,676677,363950,333596,282495,2224030,1192750,1357050,365714,1222210,238252,1005380,296586,910369,209257,838106,524430,879197,350751,206082,499888,2290580,902325,841422,522634,2439010,429764,2172810,1247380,1980490,845476,2158140,1480070,603603,2096090,440933,1567250,261227,430016,677146,141834,1252980,547424,2054160,506995,1418790,1482460,1562410,455194,637351,1637950,302613,367621,2026490,424812,274087,1615440,646398,1986990,435228,1074680,450923,1061990,180314,899186,483813,1090880,1223400,1121750,452041,819100,490767,1492140,678643,302519,284821,484138,88782.5,1511620,564168,578355,994385,243663,282913,180476,166136,200640,200764,452594,194190,91173.1,48074.8,236967,142695,153353,84726.1,77358.2,238022,450313,135215,582483,487475,434940,437540,1491360,251409,331618,1204010,173885,78094,933626,1862810,154913,1169060,633878,140345,336954,1972220,74053.5,765816,352400,1355870,471103,1786850,83780.3,562792,305473,1019160,401732,874763,581413,732783,307072,130978,1204070,378333,1012350,409223
